# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.delayed.project.synchronizer.sync.ms,1778595553893000000,1778595570954000000,3255
jps.facet.change.listener.init.bridge.ms,1778595553893000000,1778595570954000000,0
workspaceModel.global.updates.count,1778595553893000000,1778595570954000000,1
jps.app.storage.content.writer.save.component.ms,1778595553893000000,1778595570954000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1778595553893000000,1778595570954000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1778595553893000000,1778595570954000000,1
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1778595553893000000,1778595570954000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1778595553893000000,1778595570954000000,0
jps.global.initialize.library.bridges.after.loading.ms,1778595553893000000,1778595570954000000,1
jps.save.global.entities.ms,1778595553893000000,1778595570954000000,5
jps.load.initial.state.ms,1778595553893000000,1778595570954000000,8
jps.load.project.to.empty.storage.ms,1778595553893000000,1778595570954000000,21
jps.global.get.library.by.name.ms,1778595553893000000,1778595570954000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1778595553893000000,1778595570954000000,1
workspaceModel.save.cache.to.file.ms,1778595553893000000,1778595570954000000,38
workspaceModel.load.cache.metadata.from.file.ms,1778595553893000000,1778595570954000000,9
jps.module.iml.entities.serializer.load.entities.ms,1778595553893000000,1778595570954000000,5
workspaceModel.load.cache.from.file.ms,1778595553893000000,1778595570954000000,65
jps.apply.loaded.storage.ms,1778595553893000000,1778595570954000000,3233
jps.global.get.library.ms,1778595553893000000,1778595570954000000,0
workspaceModel.do.save.caches.ms,1778595553893000000,1778595570954000000,30
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1778595553893000000,1778595570954000000,0
jps.library.entities.serializer.load.entities.ms,1778595553893000000,1778595570954000000,0
workspaceModel.orphan.listener.update.ms,1778595553893000000,1778595570954000000,1
workspaceModel.sync.entities.ms,1778595553893000000,1778595570954000000,0
jps.facet.change.listener.before.change.events.ms,1778595553893000000,1778595570954000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1778595553893000000,1778595570954000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1778595553893000000,1778595570954000000,77
