# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MappedFileStorage.totalTimeSpentOnMappingUs,1777369060879000000,1777369120969000000,156449
FilePageCache.pageLoads,1777369060879000000,1777369120969000000,325
FilePageCache.uncachedFileAccess,1777369060879000000,1777369120969000000,694
StorageLockContext.competingThreads.avg,1777369060879000000,1777369120969000000,0.0
StreamlinedBlobStorage.recordsRelocated,1777369060879000000,1777369120969000000,0
FilePageCache.capacityInBytes,1777369060879000000,1777369120969000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777369060879000000,1777369120969000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1777369060879000000,1777369120969000000,0
MappedFileStorage.totalPagesMapped,1777369060879000000,1777369120969000000,14
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777369060879000000,1777369120969000000,2304711
DirectByteBufferAllocator.hits,1777369060879000000,1777369120969000000,5
FilePageCache.totalPageDisposalsUs,1777369060879000000,1777369120969000000,464
FilePageCache.maxRegisteredFiles,1777369060879000000,1777369120969000000,538
FileChannelInterruptsRetryer.totalRetriedAttempts,1777369060879000000,1777369120969000000,0
FilePageCache.maxCacheSizeInBytes,1777369060879000000,1777369120969000000,333463552
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777369060879000000,1777369120969000000,41959424
FilePageCache.totalPageLoadsUs,1777369060879000000,1777369120969000000,178262
StorageLockContext.competingThreads.max,1777369060879000000,1777369120969000000,0
DirectByteBufferAllocator.reclaimed,1777369060879000000,1777369120969000000,47
DirectByteBufferAllocator.disposed,1777369060879000000,1777369120969000000,320
StorageLockContext.competingThreads.90P,1777369060879000000,1777369120969000000,0
StreamlinedBlobStorage.recordsAllocated,1777369060879000000,1777369120969000000,32253
FilePageCache.disposedBuffers,1777369060879000000,1777369120969000000,325
MappedFileStorage.totalBytesMapped,1777369060879000000,1777369120969000000,194248704
StreamlinedBlobStorage.recordsDeleted,1777369060879000000,1777369120969000000,3
FilePageCache.pageFastCacheHits,1777369060879000000,1777369120969000000,5079139
FilePageCache.pageHits,1777369060879000000,1777369120969000000,283065
DirectByteBufferAllocator.misses,1777369060879000000,1777369120969000000,320
MappedFileStorage.storages,1777369060879000000,1777369120969000000,14
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777369060879000000,1777369120969000000,480014
workspaceModel.updates.precise.ms,1777369060879000000,1777369120969000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777369060879000000,1777369120969000000,0
