# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageHits,1778595328299000000,1778595344928000000,0
FilePageCache.pageLoads,1778595328299000000,1778595344928000000,229
DirectByteBufferAllocator.disposed,1778595328299000000,1778595344928000000,182
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1778595328299000000,1778595344928000000,41959424
DirectByteBufferAllocator.reclaimed,1778595328299000000,1778595344928000000,45
DirectByteBufferAllocator.hits,1778595328299000000,1778595344928000000,3
StorageLockContext.competingThreads.avg,1778595328299000000,1778595344928000000,0.0
MappedFileStorage.totalPagesMapped,1778595328299000000,1778595344928000000,0
FilePageCache.pageFastCacheHits,1778595328299000000,1778595344928000000,4773
FilePageCache.uncachedFileAccess,1778595328299000000,1778595344928000000,141
FilePageCache.disposedBuffers,1778595328299000000,1778595344928000000,227
FilePageCache.totalPageDisposalsUs,1778595328299000000,1778595344928000000,375
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1778595328299000000,1778595344928000000,44056576
FileChannelInterruptsRetryer.totalRetriedAttempts,1778595328299000000,1778595344928000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1778595328299000000,1778595344928000000,10064
MappedFileStorage.storages,1778595328299000000,1778595344928000000,0
DirectByteBufferAllocator.misses,1778595328299000000,1778595344928000000,226
FilePageCache.capacityInBytes,1778595328299000000,1778595344928000000,629145600
MappedFileStorage.totalBytesMapped,1778595328299000000,1778595344928000000,0
FilePageCache.maxCacheSizeInBytes,1778595328299000000,1778595344928000000,234897408
FilePageCache.pageLoadsAboveSizeThreshold,1778595328299000000,1778595344928000000,0
FilePageCache.totalPageLoadsUs,1778595328299000000,1778595344928000000,120760
StorageLockContext.competingThreads.max,1778595328299000000,1778595344928000000,0
StorageLockContext.competingThreads.90P,1778595328299000000,1778595344928000000,0
FilePageCache.maxRegisteredFiles,1778595328299000000,1778595344928000000,538
compiler.ArtifactManagerBridge.getArtifacts.ms,1778595328299000000,1778595344928000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1778595328299000000,1778595344928000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1778595328299000000,1778595344928000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1778595328299000000,1778595344928000000,1
compiler.ArtifactManagerBridge.initBridges.ms,1778595328299000000,1778595344928000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1778595328299000000,1778595344928000000,0
compiler.ArtifactManagerBridge.commit.ms,1778595328299000000,1778595344928000000,0
NonBlockingReadAction.failedExecutionTimeUs,1778595328299000000,1778595344928000000,86246
AWTEventQueue.dispatchTimeMaxNs,1778595328299000000,1778595344928000000,0
AWTEventQueue.dispatchTimeAvgNs,1778595328299000000,1778595344928000000,0.0
FlushQueue.waitingTime90PNs,1778595328299000000,1778595344928000000,0
AWTEventQueue.dispatchTimeTotalNS,1778595328299000000,1778595344928000000,2706170421
FlushQueue.executionTime90PNs,1778595328299000000,1778595344928000000,0
FlushQueue.executionTimeAvgNs,1778595328299000000,1778595344928000000,0.0
FlushQueue.waitingTimeAvgNs,1778595328299000000,1778595344928000000,0.0
NonBlockingReadAction.failedExecutionsCount,1778595328299000000,1778595344928000000,2
FlushQueue.queueSizeAvg,1778595328299000000,1778595344928000000,0.0
AWTEventQueue.dispatchTime90PNs,1778595328299000000,1778595344928000000,0
NonBlockingReadAction.finalizedExecutionsCount,1778595328299000000,1778595344928000000,38
FlushQueue.queueSizeMax,1778595328299000000,1778595344928000000,0
FlushQueue.waitingTimeMaxNs,1778595328299000000,1778595344928000000,0
FlushQueue.queueSize90P,1778595328299000000,1778595344928000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1778595328299000000,1778595344928000000,204510
ReadAction.executionsCount,1778595328299000000,1778595344928000000,101494
FlushQueue.tasksExecuted,1778595328299000000,1778595344928000000,0
FlushQueue.executionTimeMaxNs,1778595328299000000,1778595344928000000,0
WriteAction.executionsCount,1778595328299000000,1778595344928000000,12
AWTEventQueue.eventsDispatched,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1778595328299000000,1778595344928000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1778595328299000000,1778595344928000000,0
workspaceModel.full.replace.project.model.ms,1778595328299000000,1778595344928000000,2
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1778595328299000000,1778595344928000000,37
workspaceModel.replace.project.model.ms,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1778595328299000000,1778595344928000000,7
workspaceModel.collect.changes.ms,1778595328299000000,1778595344928000000,0
workspaceModel.cachedValue.total.get.count,1778595328299000000,1778595344928000000,238
workspaceModel.updates.precise.ms,1778595328299000000,1778595344928000000,3
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1778595328299000000,1778595344928000000,0
workspaceModel.updates.count,1778595328299000000,1778595344928000000,3
workspaceModel.workspaceFileIndexData.processFileSets.ms,1778595328299000000,1778595344928000000,0
workspaceModel.pre.handlers.ms,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1778595328299000000,1778595344928000000,158
workspaceModel.loading.from.cache.ms,1778595328299000000,1778595344928000000,55
workspaceModel.cachedValueWithParameters.clear.count,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1778595328299000000,1778595344928000000,13
workspaceModel.check.recursive.update.ms,1778595328299000000,1778595344928000000,0
workspaceModel.cachedValue.calculated.count,1778595328299000000,1778595344928000000,8
workspaceModel.initializing.ms,1778595328299000000,1778595344928000000,1
workspaceModel.cachedValueWithParameters.total.get.count,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.init.ms,1778595328299000000,1778595344928000000,26
workspaceModel.entityStorageSnapshotImpl.instances.count,1778595328299000000,1778595344928000000,21
workspaceModel.cachedValue.from.cache.count,1778595328299000000,1778595344928000000,230
workspaceModel.loading.total.ms,1778595328299000000,1778595344928000000,61
workspaceModel.workspaceFileIndexData.instances.count,1778595328299000000,1778595344928000000,1
workspaceModel.init.bridges.ms,1778595328299000000,1778595344928000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1778595328299000000,1778595344928000000,0
workspaceModel.on.changed.ms,1778595328299000000,1778595344928000000,4
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1778595328299000000,1778595344928000000,0
workspaceModel.updates.ms,1778595328299000000,1778595344928000000,17
workspaceModel.cachedValue.clear.count,1778595328299000000,1778595344928000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1778595328299000000,1778595344928000000,0
workspaceModel.update.unloaded.entities.ms,1778595328299000000,1778595344928000000,0
workspaceModel.to.snapshot.ms,1778595328299000000,1778595344928000000,0
workspaceModel.on.before.changed.ms,1778595328299000000,1778595344928000000,8
cacheStateStorage.set.counter,1778595328299000000,1778595344928000000,3
cacheStateStorage.get.duration,1778595328299000000,1778595344928000000,38
cacheStateStorage.get.counter,1778595328299000000,1778595344928000000,20
cacheStateStorage.set.duration,1778595328299000000,1778595344928000000,4
writeAction.count,1778595328299000000,1778595344928000000,12
parser.JAVA.size.bytes,1778595328299000000,1778595344928000000,7977
lexer.JAVA.size.bytes,1778595328299000000,1778595344928000000,7977
writeAction.max.wait.ms,1778595328299000000,1778595344928000000,8
DiskQueryRelay.taskExecutionTotalTimeUs,1778595328299000000,1778595344928000000,240953
DiskQueryRelay.taskWaitingTotalTimeUs,1778595328299000000,1778595344928000000,1440963
DiskQueryRelay.tasksRequested,1778595328299000000,1778595344928000000,946
DiskQueryRelay.tasksExecuted,1778595328299000000,1778595344928000000,195
lexer.JAVA.time.ns,1778595328299000000,1778595344928000000,921627
writeAction.wait.ms,1778595328299000000,1778595344928000000,15
parser.JAVA.time.ns,1778595328299000000,1778595344928000000,9433831
writeAction.median.wait.ms,1778595328299000000,1778595344928000000,0
JVM.GC.collectionTimesMs,1778595328299000000,1778595344928000000,187
JVM.usedNativeBytes,1778595328299000000,1778595344928000000,393606856
JVM.maxHeapBytes,1778595328299000000,1778595344928000000,2147483648
MEM.fileMappingsRamBytes,1778595328299000000,1778595344928000000,419201024
MEM.ramMinusFileMappingsBytes,1778595328299000000,1778595344928000000,1230094336
JVM.totalSafepointCount,1778595328299000000,1778595344928000000,301
JVM.newThreadsCount,1778595328299000000,1778595344928000000,143
JVM.maxThreadCount,1778595328299000000,1778595344928000000,128
JVM.totalDirectByteBuffersBytes,1778595328299000000,1778595344928000000,51209891
JVM.totalBytesAllocated,1778595328299000000,1778595344928000000,2458681448
OS.loadAverage,1778595328299000000,1778595344928000000,1.93212890625
JVM.threadCount,1778595328299000000,1778595344928000000,126
JVM.totalCpuTimeMs,1778595328299000000,1778595344928000000,28238
MEM.ramPlusSwapMinusFileMappingsBytes,1778595328299000000,1778595344928000000,1630605104
JVM.usedHeapBytes,1778595328299000000,1778595344928000000,377436416
JVM.committedHeapBytes,1778595328299000000,1778595344928000000,588251136
JVM.GC.collections,1778595328299000000,1778595344928000000,45
JVM.totalTimeToSafepointsMs,1778595328299000000,1778595344928000000,30
MEM.ramBytes,1778595328299000000,1778595344928000000,1649360896
JVM.totalTimeAtSafepointsMs,1778595328299000000,1778595344928000000,197
Indexes.entries.lookupDurationMaxMs,1778595328299000000,1778595344928000000,0.0
Indexes.stubs.lookups,1778595328299000000,1778595344928000000,1973
Indexing.writer_3.totalTimeSpentWritingMs,1778595328299000000,1778595344928000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1778595328299000000,1778595344928000000,0
Indexing.totalTimeIndexersSleptMs,1778595328299000000,1778595344928000000,0
Indexing.cache.totalCacheAccesses,1778595328299000000,1778595344928000000,3214
Indexes.allKeys.lookups,1778595328299000000,1778595344928000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1778595328299000000,1778595344928000000,0
Indexes.entries.lookupDurationAvgMs,1778595328299000000,1778595344928000000,0.0
Indexing.writesQueuedMin,1778595328299000000,1778595344928000000,9223372036854775807
Indexing.cache.totalCacheEvicted,1778595328299000000,1778595344928000000,1190
Indexes.allKeys.lookupDurationAvgMs,1778595328299000000,1778595344928000000,0.0
Indexing.writesQueuedMax,1778595328299000000,1778595344928000000,0
Indexes.stubs.lookupDurationAvgMs,1778595328299000000,1778595344928000000,0.0
Indexes.stubs.lookupDuration90PMs,1778595328299000000,1778595344928000000,0.0
Indexes.stubs.lookupDurationMaxMs,1778595328299000000,1778595344928000000,0.0
Indexes.allKeys.lookupDuration90PMs,1778595328299000000,1778595344928000000,0.0
Indexes.entries.lookupDuration90PMs,1778595328299000000,1778595344928000000,0.0
Indexes.entries.lookups,1778595328299000000,1778595344928000000,72
Indexing.cache.totalCacheMisses,1778595328299000000,1778595344928000000,1190
Indexes.allKeys.lookupDurationMaxMs,1778595328299000000,1778595344928000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1778595328299000000,1778595344928000000,0
VFS.fileByIdCache.hits,1778595328299000000,1778595344928000000,0
VFS.fileByIdCache.misses,1778595328299000000,1778595344928000000,30724
VFS.fileChildByName,1778595328299000000,1778595344928000000,4839
VFS.invertedFileNameIndex.requests,1778595328299000000,1778595344928000000,6
workspaceModel.mutableEntityStorage.collect.changes.ms,1778595328299000000,1778595344928000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1778595328299000000,1778595344928000000,8
workspaceModel.global.updates.ms,1778595328299000000,1778595344928000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1778595328299000000,1778595344928000000,2
workspaceModel.save.cache.to.file.ms,1778595328299000000,1778595344928000000,29
jps.app.storage.content.writer.save.component.ms,1778595328299000000,1778595344928000000,20
workspaceModel.moduleManagerBridge.build.module.graph.ms,1778595328299000000,1778595344928000000,0
workspaceModel.mutableEntityStorage.entities.ms,1778595328299000000,1778595344928000000,0
jps.app.storage.content.reader.load.component.ms,1778595328299000000,1778595344928000000,5
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1778595328299000000,1778595344928000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1778595328299000000,1778595344928000000,5984
workspaceModel.global.updates.count,1778595328299000000,1778595344928000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1778595328299000000,1778595344928000000,0
jps.facet.change.listener.init.bridge.ms,1778595328299000000,1778595344928000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1778595328299000000,1778595344928000000,4
