# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1777473188305000000,1777473200236000000,2601658092
NonBlockingReadAction.finalizedExecutionsCount,1777473188305000000,1777473200236000000,73
NonBlockingReadAction.failedExecutionTimeUs,1777473188305000000,1777473200236000000,124543
NonBlockingReadAction.failedExecutionsCount,1777473188305000000,1777473200236000000,11
NonBlockingReadAction.finalizedExecutionTimeUs,1777473188305000000,1777473200236000000,318928
DirectByteBufferAllocator.hits,1777473188305000000,1777473200236000000,3
FilePageCache.pageLoads,1777473188305000000,1777473200236000000,229
FilePageCache.pageFastCacheHits,1777473188305000000,1777473200236000000,5049
FilePageCache.pageHits,1777473188305000000,1777473200236000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1777473188305000000,1777473200236000000,0
StorageLockContext.competingThreads.avg,1777473188305000000,1777473200236000000,0.0
FilePageCache.totalPageLoadsUs,1777473188305000000,1777473200236000000,173237
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777473188305000000,1777473200236000000,41959424
FilePageCache.capacityInBytes,1777473188305000000,1777473200236000000,629145600
DirectByteBufferAllocator.disposed,1777473188305000000,1777473200236000000,184
DirectByteBufferAllocator.reclaimed,1777473188305000000,1777473200236000000,45
FilePageCache.disposedBuffers,1777473188305000000,1777473200236000000,229
FilePageCache.maxRegisteredFiles,1777473188305000000,1777473200236000000,538
FileChannelInterruptsRetryer.totalRetriedAttempts,1777473188305000000,1777473200236000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777473188305000000,1777473200236000000,41959424
DirectByteBufferAllocator.misses,1777473188305000000,1777473200236000000,226
StorageLockContext.competingThreads.90P,1777473188305000000,1777473200236000000,0
FilePageCache.maxCacheSizeInBytes,1777473188305000000,1777473200236000000,234897408
FilePageCache.totalPageDisposalsUs,1777473188305000000,1777473200236000000,873
StorageLockContext.competingThreads.max,1777473188305000000,1777473200236000000,0
FilePageCache.uncachedFileAccess,1777473188305000000,1777473200236000000,155
jps.library.entities.serializer.save.entities.ms,1777473188305000000,1777473200236000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1777473188305000000,1777473200236000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1777473188305000000,1777473200236000000,0
workspaceModel.sync.entities.ms,1777473188305000000,1777473200236000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777473188305000000,1777473200236000000,0
jps.global.initialize.library.bridges.after.loading.ms,1777473188305000000,1777473200236000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1777473188305000000,1777473200236000000,7
workspaceModel.delayed.project.synchronizer.sync.ms,1777473188305000000,1777473200236000000,29
workspaceModel.mutableEntityStorage.put.entity.ms,1777473188305000000,1777473200236000000,1
jps.storage.jps.conf.reader.load.component.ms,1777473188305000000,1777473200236000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777473188305000000,1777473200236000000,0
jps.global.get.libraries.ms,1777473188305000000,1777473200236000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777473188305000000,1777473200236000000,0
jps.project.serializers.save.ms,1777473188305000000,1777473200236000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777473188305000000,1777473200236000000,0
workspaceModel.save.cache.to.file.ms,1777473188305000000,1777473200236000000,26
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777473188305000000,1777473200236000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777473188305000000,1777473200236000000,0
jps.app.storage.content.writer.save.component.ms,1777473188305000000,1777473200236000000,2
workspaceModel.global.apply.state.to.project.builder.ms,1777473188305000000,1777473200236000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777473188305000000,1777473200236000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777473188305000000,1777473200236000000,86
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777473188305000000,1777473200236000000,40
workspaceModel.mutableEntityStorage.referrers.ms,1777473188305000000,1777473200236000000,0
jps.module.iml.entities.serializer.load.entities.ms,1777473188305000000,1777473200236000000,6
jps.global.initialize.library.bridges.ms,1777473188305000000,1777473200236000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777473188305000000,1777473200236000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777473188305000000,1777473200236000000,5
workspaceModel.mutableEntityStorage.instances.count,1777473188305000000,1777473200236000000,27
jps.save.changed.project.entities.ms,1777473188305000000,1777473200236000000,1
workspaceModel.mutableEntityStorage.entities.ms,1777473188305000000,1777473200236000000,0
jps.app.storage.content.reader.load.component.ms,1777473188305000000,1777473200236000000,6
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777473188305000000,1777473200236000000,1
jps.artifact.entities.serializer.save.entities.ms,1777473188305000000,1777473200236000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777473188305000000,1777473200236000000,0
jps.library.entities.serializer.load.entities.ms,1777473188305000000,1777473200236000000,1
jps.global.get.library.ms,1777473188305000000,1777473200236000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777473188305000000,1777473200236000000,0
jps.module.iml.entities.serializer.save.entities.ms,1777473188305000000,1777473200236000000,0
jps.artifact.entities.serializer.load.entities.ms,1777473188305000000,1777473200236000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777473188305000000,1777473200236000000,0
jps.global.handle.before.change.events.ms,1777473188305000000,1777473200236000000,0
jps.global.handle.changed.events.ms,1777473188305000000,1777473200236000000,0
