# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationAvgMs,1777365744968000000,1777365804975000000,0.3333333333333333
IndexesFlusher.totalFlushingTimeUs,1777365744968000000,1777365804975000000,151751
Indexes.entries.lookupDurationMaxMs,1777365744968000000,1777365804975000000,8.0
IndexesFlusher.totalFlushesRetried,1777365744968000000,1777365804975000000,0
Indexes.stubs.lookups,1777365744968000000,1777365804975000000,675.0
Indexes.allKeys.lookupDurationMaxMs,1777365744968000000,1777365804975000000,0.0
Indexes.stubs.lookupDurationAvgMs,1777365744968000000,1777365804975000000,0.3214814814814815
Indexes.allKeys.lookups,1777365744968000000,1777365804975000000,0.0
IndexesFlusher.totalFlushes,1777365744968000000,1777365804975000000,59
Indexes.allKeys.lookupDurationAvgMs,1777365744968000000,1777365804975000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1777365744968000000,1777365804975000000,0
Indexes.stubs.lookupDurationMaxMs,1777365744968000000,1777365804975000000,27.0
Indexes.entries.lookupDuration90PMs,1777365744968000000,1777365804975000000,1.0
Indexes.stubs.lookupDuration90PMs,1777365744968000000,1777365804975000000,0.0
Indexes.entries.lookups,1777365744968000000,1777365804975000000,99.0
Indexes.allKeys.lookupDuration90PMs,1777365744968000000,1777365804975000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1777365744968000000,1777365804975000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1777365744968000000,1777365804975000000,371
FilePageCache.pageLoadsAboveSizeThreshold,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalBytesWritten,1777365744968000000,1777365804975000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalPagesRequested,1777365744968000000,1777365804975000000,13
FilePageCache.disposedBuffers,1777365744968000000,1777365804975000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777365744968000000,1777365804975000000,228622336
FilePageCache.maxCacheSizeInBytes,1777365744968000000,1777365804975000000,228605952
FilePageCache.totalPageDisposalsUs,1777365744968000000,1777365804975000000,674
StreamlinedBlobStorage.recordsAllocated,1777365744968000000,1777365804975000000,36546
MappedFileStorage.totalPagesMapped,1777365744968000000,1777365804975000000,12
FilePageCache.uncachedFileAccess,1777365744968000000,1777365804975000000,133
FilePageCacheLockFree.totalPagesWritten,1777365744968000000,1777365804975000000,0
FilePageCache.pageLoads,1777365744968000000,1777365804975000000,223
DirectByteBufferAllocator.hits,1777365744968000000,1777365804975000000,3
FilePageCacheLockFree.totalPagesReadMs,1777365744968000000,1777365804975000000,1
FilePageCacheLockFree.totalPageAllocationsWaited,1777365744968000000,1777365804975000000,0
FilePageCache.capacityInBytes,1777365744968000000,1777365804975000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1777365744968000000,1777365804975000000,86
FilePageCacheLockFree.totalPagesRequestsMs,1777365744968000000,1777365804975000000,1
FilePageCacheLockFree.totalBytesRead,1777365744968000000,1777365804975000000,8800
MappedFileStorage.totalBytesMapped,1777365744968000000,1777365804975000000,123731968
FilePageCacheLockFree.totalClosedStoragesReclaimed,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1777365744968000000,1777365804975000000,120
StorageLockContext.competingThreads.90P,1777365744968000000,1777365804975000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777365744968000000,1777365804975000000,3815198
FilePageCacheLockFree.heapBytesInUse,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalPagesReclaimed,1777365744968000000,1777365804975000000,0
DirectByteBufferAllocator.misses,1777365744968000000,1777365804975000000,222
FilePageCacheLockFree.totalHeapBytesAllocated,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1777365744968000000,1777365804975000000,0
DirectByteBufferAllocator.reclaimed,1777365744968000000,1777365804975000000,3
FilePageCacheLockFree.totalBytesRequested,1777365744968000000,1777365804975000000,106496
FilePageCacheLockFree.totalPagesAllocated,1777365744968000000,1777365804975000000,2
FilePageCache.maxRegisteredFiles,1777365744968000000,1777365804975000000,547
StorageLockContext.competingThreads.avg,1777365744968000000,1777365804975000000,0.008403361344537815
FilePageCache.totalPageLoadsUs,1777365744968000000,1777365804975000000,89011
FilePageCacheLockFree.nativeBytesInUse,1777365744968000000,1777365804975000000,16384
StorageLockContext.competingThreads.max,1777365744968000000,1777365804975000000,1
StreamlinedBlobStorage.recordsRelocated,1777365744968000000,1777365804975000000,0
DirectByteBufferAllocator.disposed,1777365744968000000,1777365804975000000,0
StreamlinedBlobStorage.recordsDeleted,1777365744968000000,1777365804975000000,20
MappedFileStorage.storages,1777365744968000000,1777365804975000000,12
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777365744968000000,1777365804975000000,1466647
FilePageCacheLockFree.totalNativeBytesAllocated,1777365744968000000,1777365804975000000,16384
FilePageCache.pageFastCacheHits,1777365744968000000,1777365804975000000,5225
FilePageCacheLockFree.housekeeperTurnsSkipped,1777365744968000000,1777365804975000000,47475
FilePageCache.pageHits,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalPagesHandedOver,1777365744968000000,1777365804975000000,0
FilePageCacheLockFree.totalPagesWriteMs,1777365744968000000,1777365804975000000,0
workspaceModel.collect.changes.ms,1777365744968000000,1777365804975000000,0
workspaceModel.check.recursive.update.ms,1777365744968000000,1777365804975000000,0
workspaceModel.initializing.ms,1777365744968000000,1777365804975000000,0
workspaceModel.loading.total.ms,1777365744968000000,1777365804975000000,87
workspaceModel.init.bridges.ms,1777365744968000000,1777365804975000000,0
workspaceModel.replace.project.model.ms,1777365744968000000,1777365804975000000,0
workspaceModel.updates.ms,1777365744968000000,1777365804975000000,30
workspaceModel.updates.count,1777365744968000000,1777365804975000000,3
workspaceModel.pre.handlers.ms,1777365744968000000,1777365804975000000,0
workspaceModel.update.unloaded.entities.ms,1777365744968000000,1777365804975000000,0
workspaceModel.loading.from.cache.ms,1777365744968000000,1777365804975000000,81
workspaceModel.to.snapshot.ms,1777365744968000000,1777365804975000000,1
workspaceModel.updates.precise.ms,1777365744968000000,1777365804975000000,11
workspaceModel.sync.entities.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777365744968000000,1777365804975000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1777365744968000000,1777365804975000000,6
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777365744968000000,1777365804975000000,258
jps.project.serializers.save.ms,1777365744968000000,1777365804975000000,0
workspaceModel.save.cache.to.file.ms,1777365744968000000,1777365804975000000,28
jps.module.iml.entities.serializer.load.entities.ms,1777365744968000000,1777365804975000000,4
workspaceModel.mutableEntityStorage.collect.changes.ms,1777365744968000000,1777365804975000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777365744968000000,1777365804975000000,0
workspaceModel.global.updates.count,1777365744968000000,1777365804975000000,0
workspaceModel.orphan.listener.update.ms,1777365744968000000,1777365804975000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777365744968000000,1777365804975000000,0
workspaceModel.load.cache.from.file.ms,1777365744968000000,1777365804975000000,78
jps.global.handle.before.change.events.ms,1777365744968000000,1777365804975000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777365744968000000,1777365804975000000,30
jps.apply.loaded.storage.ms,1777365744968000000,1777365804975000000,8
workspaceModel.global.apply.state.to.project.ms,1777365744968000000,1777365804975000000,18
workspaceModel.moduleBridge.before.changed.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777365744968000000,1777365804975000000,0
jps.global.get.library.by.name.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777365744968000000,1777365804975000000,3
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777365744968000000,1777365804975000000,1
jps.app.storage.content.reader.load.component.ms,1777365744968000000,1777365804975000000,0
jps.artifact.entities.serializer.load.entities.ms,1777365744968000000,1777365804975000000,0
jps.global.get.libraries.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777365744968000000,1777365804975000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1777365744968000000,1777365804975000000,0
jps.load.project.to.empty.storage.ms,1777365744968000000,1777365804975000000,33
jps.facet.change.listener.process.change.events.ms,1777365744968000000,1777365804975000000,0
jps.global.handle.changed.events.ms,1777365744968000000,1777365804975000000,0
jps.global.get.library.ms,1777365744968000000,1777365804975000000,0
jps.library.entities.serializer.save.entities.ms,1777365744968000000,1777365804975000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777365744968000000,1777365804975000000,0
jps.facet.change.listener.init.bridge.ms,1777365744968000000,1777365804975000000,0
jps.facet.change.listener.before.change.events.ms,1777365744968000000,1777365804975000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777365744968000000,1777365804975000000,0
jps.reload.project.entities.ms,1777365744968000000,1777365804975000000,0
jps.library.entities.serializer.load.entities.ms,1777365744968000000,1777365804975000000,0
jps.global.initialize.library.bridges.ms,1777365744968000000,1777365804975000000,0
jps.artifact.entities.serializer.save.entities.ms,1777365744968000000,1777365804975000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777365744968000000,1777365804975000000,14
workspaceModel.moduleManagerBridge.load.module.ms,1777365744968000000,1777365804975000000,0
jps.save.global.entities.ms,1777365744968000000,1777365804975000000,3
jps.global.initialize.library.bridges.after.loading.ms,1777365744968000000,1777365804975000000,0
jps.project.serializers.load.ms,1777365744968000000,1777365804975000000,12
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777365744968000000,1777365804975000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1777365744968000000,1777365804975000000,42
jps.save.changed.project.entities.ms,1777365744968000000,1777365804975000000,0
jps.module.iml.entities.serializer.save.entities.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777365744968000000,1777365804975000000,1
jps.storage.jps.conf.reader.load.component.ms,1777365744968000000,1777365804975000000,3
workspaceModel.mutableEntityStorage.add.diff.ms,1777365744968000000,1777365804975000000,3
workspaceModel.mutableEntityStorage.remove.entity.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777365744968000000,1777365804975000000,0
jps.load.initial.state.ms,1777365744968000000,1777365804975000000,4
workspaceModel.moduleManagerBridge.get.modules.ms,1777365744968000000,1777365804975000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1777365744968000000,1777365804975000000,0
workspaceModel.global.updates.ms,1777365744968000000,1777365804975000000,0
workspaceModel.moduleBridge.update.option.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777365744968000000,1777365804975000000,0
jps.app.storage.content.writer.save.component.ms,1777365744968000000,1777365804975000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777365744968000000,1777365804975000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777365744968000000,1777365804975000000,0
JVM.maxHeapBytes,1777365744968000000,1777365804975000000,2147483648
JVM.usedHeapBytes,1777365744968000000,1777365804975000000,243029008
JVM.threadCount,1777365744968000000,1777365804975000000,125
JVM.GC.collections,1777365744968000000,1777365804975000000,21
JVM.usedNativeBytes,1777365744968000000,1777365804975000000,340012576
JVM.GC.collectionTimesMs,1777365744968000000,1777365804975000000,69
JVM.totalBytesAllocated,1777365744968000000,1777365804975000000,1355280512
JVM.maxNativeBytes,1777365744968000000,1777365804975000000,-1
JVM.totalCpuTimeMs,1777365744968000000,1777365804975000000,22574
OS.loadAverage,1777365744968000000,1777365804975000000,2.57958984375
FlushQueue.queueSize90P,1777365744968000000,1777365804975000000,44
NonBlockingReadAction.failedExecutionsCount,1777365744968000000,1777365804975000000,0
AWTEventQueue.eventsDispatched,1777365744968000000,1777365804975000000,2979
FlushQueue.executionTimeMaxNs,1777365744968000000,1777365804975000000,115343359
FlushQueue.queueSizeAvg,1777365744968000000,1777365804975000000,12.272459499263624
AWTEventQueue.dispatchTime90PNs,1777365744968000000,1777365804975000000,892927
AWTEventQueue.dispatchTimeAvgNs,1777365744968000000,1777365804975000000,975347.4266532393
FlushQueue.executionTime90PNs,1777365744968000000,1777365804975000000,489471
FlushQueue.tasksExecuted,1777365744968000000,1777365804975000000,1358
AWTEventQueue.dispatchTimeTotalNS,1777365744968000000,1777365804975000000,2906001585
FlushQueue.queueSizeMax,1777365744968000000,1777365804975000000,62
FlushQueue.waitingTimeMaxNs,1777365744968000000,1777365804975000000,289406975
AWTEventQueue.dispatchTimeMaxNs,1777365744968000000,1777365804975000000,285212671
NonBlockingReadAction.finalizedExecutionsCount,1777365744968000000,1777365804975000000,25
NonBlockingReadAction.failedExecutionTimeUs,1777365744968000000,1777365804975000000,0
FlushQueue.executionTimeAvgNs,1777365744968000000,1777365804975000000,860635.2827687776
FlushQueue.waitingTime90PNs,1777365744968000000,1777365804975000000,106954751
WriteAction.executionsCount,1777365744968000000,1777365804975000000,9
FlushQueue.waitingTimeAvgNs,1777365744968000000,1777365804975000000,2.806619686450663E7
ReadAction.executionsCount,1777365744968000000,1777365804975000000,73536
NonBlockingReadAction.finalizedExecutionTimeUs,1777365744968000000,1777365804975000000,198299
FileNameCache.totalMisses,1777365744968000000,1777365804975000000,41989
FileNameCache.queries,1777365744968000000,1777365804975000000,555488
Indexes.entries.lookupDurationAvgMs,1777365804975000000,1777365830601000000,0.0
Indexes.entries.lookupDurationMaxMs,1777365804975000000,1777365830601000000,0.0
Indexes.stubs.lookups,1777365804975000000,1777365830601000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1777365804975000000,1777365830601000000,0.0
Indexes.stubs.lookupDurationAvgMs,1777365804975000000,1777365830601000000,0.0
Indexes.allKeys.lookups,1777365804975000000,1777365830601000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1777365804975000000,1777365830601000000,0.0
Indexes.stubs.lookupDurationMaxMs,1777365804975000000,1777365830601000000,0.0
Indexes.entries.lookupDuration90PMs,1777365804975000000,1777365830601000000,0.0
Indexes.stubs.lookupDuration90PMs,1777365804975000000,1777365830601000000,0.0
Indexes.entries.lookups,1777365804975000000,1777365830601000000,0.0
Indexes.allKeys.lookupDuration90PMs,1777365804975000000,1777365830601000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1777365804975000000,1777365830601000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1777365804975000000,1777365830601000000,371
FilePageCache.pageLoadsAboveSizeThreshold,1777365804975000000,1777365830601000000,0
FilePageCacheLockFree.totalBytesWritten,1777365804975000000,1777365830601000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777365804975000000,1777365830601000000,41975808
FilePageCacheLockFree.totalPagesRequested,1777365804975000000,1777365830601000000,0
FilePageCache.disposedBuffers,1777365804975000000,1777365830601000000,215
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777365804975000000,1777365830601000000,47218688
FilePageCache.maxCacheSizeInBytes,1777365804975000000,1777365830601000000,228605952
FilePageCache.totalPageDisposalsUs,1777365804975000000,1777365830601000000,0
MappedFileStorage.totalPagesMapped,1777365804975000000,1777365830601000000,0
FilePageCache.uncachedFileAccess,1777365804975000000,1777365830601000000,0
FilePageCacheLockFree.totalPagesWritten,1777365804975000000,1777365830601000000,0
FilePageCache.pageLoads,1777365804975000000,1777365830601000000,0
DirectByteBufferAllocator.hits,1777365804975000000,1777365830601000000,0
FilePageCacheLockFree.totalPagesReadMs,1777365804975000000,1777365830601000000,0
