# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.totalMisses,1777367022570000000,1777367082579000000,41986
FileNameCache.queries,1777367022570000000,1777367082579000000,536981
workspaceModel.loading.total.ms,1777367022570000000,1777367082579000000,103
workspaceModel.updates.ms,1777367022570000000,1777367082579000000,23
workspaceModel.loading.from.cache.ms,1777367022570000000,1777367082579000000,96
workspaceModel.update.unloaded.entities.ms,1777367022570000000,1777367082579000000,0
workspaceModel.collect.changes.ms,1777367022570000000,1777367082579000000,0
workspaceModel.pre.handlers.ms,1777367022570000000,1777367082579000000,1
workspaceModel.check.recursive.update.ms,1777367022570000000,1777367082579000000,1
workspaceModel.init.bridges.ms,1777367022570000000,1777367082579000000,0
workspaceModel.updates.precise.ms,1777367022570000000,1777367082579000000,10
workspaceModel.updates.count,1777367022570000000,1777367082579000000,3
workspaceModel.replace.project.model.ms,1777367022570000000,1777367082579000000,0
workspaceModel.to.snapshot.ms,1777367022570000000,1777367082579000000,1
workspaceModel.initializing.ms,1777367022570000000,1777367082579000000,0
FlushQueue.waitingTimeAvgNs,1777367022570000000,1777367082579000000,2.25041910529758E7
NonBlockingReadAction.finalizedExecutionTimeUs,1777367022570000000,1777367082579000000,142077
ReadAction.executionsCount,1777367022570000000,1777367082579000000,80574
FlushQueue.executionTime90PNs,1777367022570000000,1777367082579000000,374783
FlushQueue.waitingTimeMaxNs,1777367022570000000,1777367082579000000,240123903
FlushQueue.executionTimeAvgNs,1777367022570000000,1777367082579000000,695908.3060824068
FlushQueue.queueSizeMax,1777367022570000000,1777367082579000000,61
FlushQueue.queueSizeAvg,1777367022570000000,1777367082579000000,12.10595160235448
AWTEventQueue.dispatchTimeTotalNS,1777367022570000000,1777367082579000000,2422726588
FlushQueue.queueSize90P,1777367022570000000,1777367082579000000,44
NonBlockingReadAction.failedExecutionsCount,1777367022570000000,1777367082579000000,1
FlushQueue.tasksExecuted,1777367022570000000,1777367082579000000,1529
FlushQueue.executionTimeMaxNs,1777367022570000000,1777367082579000000,131596287
NonBlockingReadAction.finalizedExecutionsCount,1777367022570000000,1777367082579000000,42
FlushQueue.waitingTime90PNs,1777367022570000000,1777367082579000000,105381887
WriteAction.executionsCount,1777367022570000000,1777367082579000000,9
AWTEventQueue.dispatchTime90PNs,1777367022570000000,1777367082579000000,1146879
NonBlockingReadAction.failedExecutionTimeUs,1777367022570000000,1777367082579000000,10473
AWTEventQueue.eventsDispatched,1777367022570000000,1777367082579000000,2371
AWTEventQueue.dispatchTimeAvgNs,1777367022570000000,1777367082579000000,1021934.2117250105
AWTEventQueue.dispatchTimeMaxNs,1777367022570000000,1777367082579000000,131596287
DirectByteBufferAllocator.disposed,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalBytesWritten,1777367022570000000,1777367082579000000,0
FilePageCache.pageLoads,1777367022570000000,1777367082579000000,219
StreamlinedBlobStorage.recordsRelocated,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalPagesReclaimed,1777367022570000000,1777367082579000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1777367022570000000,1777367082579000000,16384
FilePageCache.capacityInBytes,1777367022570000000,1777367082579000000,503316478
StorageLockContext.competingThreads.90P,1777367022570000000,1777367082579000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777367022570000000,1777367082579000000,3815198
FilePageCacheLockFree.housekeeperTurnsDone,1777367022570000000,1777367082579000000,120
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777367022570000000,1777367082579000000,1466647
FilePageCacheLockFree.totalPageAllocationsWaited,1777367022570000000,1777367082579000000,0
StreamlinedBlobStorage.recordsDeleted,1777367022570000000,1777367082579000000,20
FilePageCacheLockFree.totalPagesRequested,1777367022570000000,1777367082579000000,13
DirectByteBufferAllocator.reclaimed,1777367022570000000,1777367082579000000,3
FilePageCache.disposedBuffers,1777367022570000000,1777367082579000000,3
FilePageCacheLockFree.housekeeperTimeSpentMs,1777367022570000000,1777367082579000000,108
FilePageCache.totalPageDisposalsUs,1777367022570000000,1777367082579000000,2516
DirectByteBufferAllocator.hits,1777367022570000000,1777367082579000000,3
FilePageCacheLockFree.totalBytesRead,1777367022570000000,1777367082579000000,8800
MappedFileStorage.totalBytesMapped,1777367022570000000,1777367082579000000,115343360
MappedFileStorage.totalPagesMapped,1777367022570000000,1777367082579000000,10
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1777367022570000000,1777367082579000000,0
FilePageCacheLockFree.totalPagesHandedOver,1777367022570000000,1777367082579000000,0
